student_id,name,class,board
1992,Student_1992,9,SSC
1993,Student_1993,9,CBSE
1994,Student_1994,10,CBSE
1995,Student_1995,10,CBSE
1996,Student_1996,10,SSC
1997,Student_1997,10,CBSE
1998,Student_1998,9,CBSE
1999,Student_1999,9,CBSE
2000,Student_2000,9,SSC
2001,Student_2001,9,CBSE
2002,Student_2002,10,SSC
2003,Student_2003,10,SSC
2004,Student_2004,10,CBSE
2005,Student_2005,10,CBSE
2006,Student_2006,10,CBSE
2007,Student_2007,10,SSC
2008,Student_2008,9,SSC
2009,Student_2009,10,SSC
2010,Student_2010,10,SSC
2011,Student_2011,10,CBSE
2012,Student_2012,10,CBSE
2013,Student_2013,10,SSC
2014,Student_2014,10,CBSE
2015,Student_2015,10,SSC
2016,Student_2016,10,SSC
2017,Student_2017,10,SSC
2018,Student_2018,9,CBSE
2019,Student_2019,9,CBSE
2020,Student_2020,9,CBSE
2021,Student_2021,9,CBSE
2022,Student_2022,10,SSC
2023,Student_2023,9,SSC
2024,Student_2024,10,SSC
2025,Student_2025,10,SSC
2026,Student_2026,10,SSC
2027,Student_2027,9,SSC
2028,Student_2028,9,CBSE
2029,Student_2029,10,SSC
2030,Student_2030,10,CBSE
2031,Student_2031,9,SSC
2032,Student_2032,10,CBSE
2033,Student_2033,10,CBSE
2034,Student_2034,9,CBSE
2035,Student_2035,10,CBSE
2036,Student_2036,10,CBSE
2037,Student_2037,10,CBSE
2038,Student_2038,9,CBSE
2039,Student_2039,9,CBSE
2040,Student_2040,10,SSC
2041,Student_2041,9,CBSE
2042,Student_2042,9,SSC
2043,Student_2043,10,SSC
2044,Student_2044,9,SSC
2045,Student_2045,9,CBSE
2046,Student_2046,10,SSC
2047,Student_2047,10,SSC
2048,Student_2048,9,SSC
2049,Student_2049,9,CBSE
2050,Student_2050,10,SSC
2051,Student_2051,9,CBSE
2052,Student_2052,10,CBSE
2053,Student_2053,10,CBSE
2054,Student_2054,9,SSC
2055,Student_2055,10,CBSE
2056,Student_2056,10,CBSE
2057,Student_2057,9,CBSE
2058,Student_2058,9,SSC
2059,Student_2059,9,SSC
2060,Student_2060,9,SSC
2061,Student_2061,10,SSC
2062,Student_2062,9,SSC
2063,Student_2063,9,CBSE
2064,Student_2064,10,SSC
2065,Student_2065,10,CBSE
2066,Student_2066,9,CBSE
2067,Student_2067,10,CBSE
2068,Student_2068,10,CBSE
2069,Student_2069,10,CBSE
2070,Student_2070,10,SSC
2071,Student_2071,10,SSC
2072,Student_2072,9,CBSE
2073,Student_2073,10,CBSE
2074,Student_2074,9,CBSE
2075,Student_2075,9,CBSE
2076,Student_2076,9,CBSE
2077,Student_2077,9,CBSE
2078,Student_2078,10,SSC
2079,Student_2079,9,SSC
2080,Student_2080,9,SSC
2081,Student_2081,10,CBSE
2082,Student_2082,9,SSC
2083,Student_2083,9,SSC
2084,Student_2084,9,SSC
2085,Student_2085,9,SSC
2086,Student_2086,10,SSC
2087,Student_2087,10,CBSE
2088,Student_2088,10,CBSE
2089,Student_2089,10,CBSE
2090,Student_2090,9,SSC
2091,Student_2091,10,SSC
2092,Student_2092,9,CBSE
2093,Student_2093,10,CBSE
2094,Student_2094,10,CBSE
2095,Student_2095,10,SSC
2096,Student_2096,9,CBSE
2097,Student_2097,9,CBSE
2098,Student_2098,9,SSC
2099,Student_2099,10,SSC
2100,Student_2100,9,SSC
2101,Student_2101,9,SSC
2102,Student_2102,10,SSC
2103,Student_2103,9,SSC
2104,Student_2104,9,CBSE
2105,Student_2105,10,CBSE
2106,Student_2106,10,CBSE
2107,Student_2107,9,CBSE
2108,Student_2108,9,CBSE
2109,Student_2109,9,SSC
2110,Student_2110,10,CBSE
2111,Student_2111,9,CBSE
2112,Student_2112,9,SSC
2113,Student_2113,10,CBSE
2114,Student_2114,10,SSC
2115,Student_2115,10,SSC
2116,Student_2116,10,SSC
2117,Student_2117,9,CBSE
2118,Student_2118,10,CBSE
2119,Student_2119,10,CBSE
2120,Student_2120,9,CBSE
2121,Student_2121,9,SSC
2122,Student_2122,10,SSC
2123,Student_2123,9,CBSE
2124,Student_2124,9,CBSE
2125,Student_2125,9,CBSE
2126,Student_2126,10,CBSE
2127,Student_2127,9,CBSE
2128,Student_2128,10,SSC
2129,Student_2129,10,CBSE
2130,Student_2130,9,CBSE
2131,Student_2131,9,CBSE
2132,Student_2132,10,CBSE
2133,Student_2133,10,SSC
2134,Student_2134,10,CBSE
2135,Student_2135,9,CBSE
2136,Student_2136,10,SSC
2137,Student_2137,10,SSC
2138,Student_2138,9,CBSE
2139,Student_2139,9,SSC
2140,Student_2140,9,CBSE
2141,Student_2141,9,CBSE
2142,Student_2142,9,CBSE
2143,Student_2143,10,CBSE
2144,Student_2144,9,CBSE
2145,Student_2145,10,CBSE
2146,Student_2146,10,CBSE
2147,Student_2147,9,CBSE
2148,Student_2148,10,SSC
2149,Student_2149,9,CBSE
2150,Student_2150,10,SSC
2151,Student_2151,9,CBSE
2152,Student_2152,9,SSC
2153,Student_2153,9,SSC
2154,Student_2154,9,SSC
2155,Student_2155,9,SSC
2156,Student_2156,9,SSC
2157,Student_2157,10,CBSE
2158,Student_2158,9,SSC
2159,Student_2159,10,CBSE
2160,Student_2160,9,CBSE
2161,Student_2161,10,SSC
2162,Student_2162,9,SSC
2163,Student_2163,10,SSC
2164,Student_2164,9,SSC
2165,Student_2165,10,CBSE
2166,Student_2166,10,SSC
2167,Student_2167,9,SSC
2168,Student_2168,10,SSC
2169,Student_2169,9,CBSE
2170,Student_2170,10,CBSE
2171,Student_2171,9,CBSE
2172,Student_2172,9,SSC
2173,Student_2173,9,SSC
2174,Student_2174,10,CBSE
2175,Student_2175,9,CBSE
2176,Student_2176,9,SSC
2177,Student_2177,9,SSC
2178,Student_2178,10,SSC
2179,Student_2179,9,SSC
2180,Student_2180,9,CBSE
2181,Student_2181,9,CBSE
2182,Student_2182,10,SSC
2183,Student_2183,10,SSC
2184,Student_2184,9,CBSE
2185,Student_2185,9,SSC
2186,Student_2186,9,SSC
2187,Student_2187,10,SSC
2188,Student_2188,9,CBSE
2189,Student_2189,10,SSC
2190,Student_2190,10,SSC
2191,Student_2191,9,SSC
2192,Student_2192,10,SSC
2193,Student_2193,9,SSC
2194,Student_2194,10,SSC
2195,Student_2195,10,SSC
2196,Student_2196,10,CBSE
2197,Student_2197,10,SSC
2198,Student_2198,10,CBSE
2199,Student_2199,9,SSC
2200,Student_2200,9,CBSE
2201,Student_2201,10,SSC
2202,Student_2202,10,SSC
2203,Student_2203,10,SSC
2204,Student_2204,10,CBSE
2205,Student_2205,9,SSC
2206,Student_2206,9,CBSE
2207,Student_2207,9,SSC
2208,Student_2208,10,CBSE
2209,Student_2209,9,CBSE
2210,Student_2210,9,SSC
2211,Student_2211,10,SSC
2212,Student_2212,10,CBSE
2213,Student_2213,9,SSC
2214,Student_2214,9,SSC
2215,Student_2215,10,SSC
2216,Student_2216,10,CBSE
2217,Student_2217,9,SSC
2218,Student_2218,9,SSC
2219,Student_2219,10,CBSE
2220,Student_2220,9,SSC
2221,Student_2221,9,SSC
2222,Student_2222,9,CBSE
2223,Student_2223,9,SSC
2224,Student_2224,10,SSC
2225,Student_2225,9,SSC
2226,Student_2226,9,CBSE
2227,Student_2227,9,SSC
2228,Student_2228,9,CBSE
2229,Student_2229,9,SSC
2230,Student_2230,10,SSC
2231,Student_2231,10,CBSE
2232,Student_2232,9,SSC
2233,Student_2233,9,SSC
2234,Student_2234,9,CBSE
2235,Student_2235,10,CBSE
2236,Student_2236,9,CBSE
2237,Student_2237,9,CBSE
2238,Student_2238,10,SSC
2239,Student_2239,10,SSC
2240,Student_2240,10,CBSE
2241,Student_2241,9,CBSE
2242,Student_2242,10,CBSE
2243,Student_2243,9,CBSE
2244,Student_2244,9,SSC
2245,Student_2245,10,CBSE
2246,Student_2246,10,SSC
2247,Student_2247,10,CBSE
2248,Student_2248,10,SSC
2249,Student_2249,10,CBSE
2250,Student_2250,9,SSC
2251,Student_2251,9,CBSE
2252,Student_2252,9,CBSE
2253,Student_2253,10,SSC
2254,Student_2254,10,CBSE
2255,Student_2255,9,CBSE
2256,Student_2256,9,SSC
2257,Student_2257,10,CBSE
2258,Student_2258,9,SSC
2259,Student_2259,9,CBSE
2260,Student_2260,9,SSC
2261,Student_2261,10,CBSE
2262,Student_2262,10,CBSE
2263,Student_2263,9,CBSE
2264,Student_2264,9,CBSE
2265,Student_2265,10,SSC
2266,Student_2266,9,SSC
2267,Student_2267,9,CBSE
2268,Student_2268,10,CBSE
2269,Student_2269,10,CBSE
2270,Student_2270,10,CBSE
2271,Student_2271,10,CBSE
2272,Student_2272,10,SSC
2273,Student_2273,10,CBSE
2274,Student_2274,9,CBSE
2275,Student_2275,10,CBSE
2276,Student_2276,10,SSC
2277,Student_2277,9,CBSE
2278,Student_2278,10,CBSE
2279,Student_2279,10,SSC
2280,Student_2280,10,SSC
2281,Student_2281,9,SSC
2282,Student_2282,9,SSC
2283,Student_2283,10,SSC
2284,Student_2284,10,CBSE
2285,Student_2285,10,SSC
2286,Student_2286,9,CBSE
2287,Student_2287,9,SSC
2288,Student_2288,9,CBSE
2289,Student_2289,10,SSC
2290,Student_2290,10,CBSE
2291,Student_2291,9,CBSE
2292,Student_2292,9,CBSE
2293,Student_2293,9,SSC
2294,Student_2294,10,SSC
2295,Student_2295,9,SSC
2296,Student_2296,10,SSC
2297,Student_2297,10,CBSE
2298,Student_2298,9,SSC
2299,Student_2299,10,SSC
2300,Student_2300,10,CBSE
2301,Student_2301,10,CBSE
2302,Student_2302,10,CBSE
2303,Student_2303,9,SSC
2304,Student_2304,9,CBSE
2305,Student_2305,10,CBSE
2306,Student_2306,10,SSC
2307,Student_2307,10,CBSE
2308,Student_2308,9,SSC
2309,Student_2309,9,SSC
2310,Student_2310,10,CBSE
2311,Student_2311,9,SSC
2312,Student_2312,10,SSC
2313,Student_2313,10,CBSE
2314,Student_2314,10,SSC
2315,Student_2315,9,SSC
2316,Student_2316,10,CBSE
2317,Student_2317,9,SSC
2318,Student_2318,9,CBSE
2319,Student_2319,10,CBSE
2320,Student_2320,10,SSC
2321,Student_2321,9,SSC
2322,Student_2322,10,CBSE
2323,Student_2323,10,CBSE
2324,Student_2324,9,SSC
2325,Student_2325,10,CBSE
2326,Student_2326,9,SSC
2327,Student_2327,10,CBSE
2328,Student_2328,9,SSC
2329,Student_2329,9,CBSE
2330,Student_2330,10,CBSE
2331,Student_2331,10,CBSE
2332,Student_2332,10,SSC
2333,Student_2333,10,SSC
2334,Student_2334,10,CBSE
2335,Student_2335,10,SSC
2336,Student_2336,9,SSC
2337,Student_2337,9,CBSE
2338,Student_2338,10,SSC
2339,Student_2339,10,SSC
2340,Student_2340,10,SSC
2341,Student_2341,9,CBSE
2342,Student_2342,9,SSC
2343,Student_2343,9,SSC
2344,Student_2344,9,CBSE
2345,Student_2345,10,CBSE
2346,Student_2346,9,SSC
2347,Student_2347,10,SSC
2348,Student_2348,9,SSC
2349,Student_2349,10,SSC
2350,Student_2350,10,CBSE
2351,Student_2351,10,CBSE
2352,Student_2352,9,SSC
2353,Student_2353,10,SSC
2354,Student_2354,10,SSC
2355,Student_2355,9,SSC
2356,Student_2356,9,SSC
2357,Student_2357,10,SSC
2358,Student_2358,9,CBSE
2359,Student_2359,10,SSC
2360,Student_2360,9,CBSE
2361,Student_2361,9,SSC
2362,Student_2362,10,SSC
2363,Student_2363,9,CBSE
2364,Student_2364,9,CBSE
2365,Student_2365,9,SSC
2366,Student_2366,9,SSC
2367,Student_2367,9,SSC
2368,Student_2368,10,SSC
2369,Student_2369,10,CBSE
2370,Student_2370,10,CBSE
2371,Student_2371,9,SSC
2372,Student_2372,10,SSC
2373,Student_2373,10,SSC
2374,Student_2374,10,CBSE
2375,Student_2375,9,SSC
2376,Student_2376,9,CBSE
2377,Student_2377,10,CBSE
2378,Student_2378,10,SSC
2379,Student_2379,9,SSC
2380,Student_2380,10,SSC
2381,Student_2381,10,SSC
2382,Student_2382,10,SSC
2383,Student_2383,9,CBSE
2384,Student_2384,9,SSC
2385,Student_2385,10,CBSE
2386,Student_2386,10,SSC
2387,Student_2387,9,SSC
2388,Student_2388,9,CBSE
2389,Student_2389,10,CBSE
2390,Student_2390,10,SSC
2391,Student_2391,10,SSC
2392,Student_2392,10,CBSE
2393,Student_2393,9,CBSE
2394,Student_2394,9,SSC
2395,Student_2395,9,SSC
2396,Student_2396,10,SSC
2397,Student_2397,10,SSC
2398,Student_2398,10,CBSE
2399,Student_2399,9,SSC
2400,Student_2400,10,SSC
2401,Student_2401,9,CBSE
2402,Student_2402,9,CBSE
2403,Student_2403,10,CBSE
2404,Student_2404,10,SSC
2405,Student_2405,9,SSC
2406,Student_2406,10,CBSE
2407,Student_2407,9,CBSE
2408,Student_2408,9,SSC
2409,Student_2409,10,SSC
2410,Student_2410,9,CBSE
2411,Student_2411,9,SSC
2412,Student_2412,10,CBSE
2413,Student_2413,9,SSC
2414,Student_2414,10,SSC
2415,Student_2415,9,CBSE
2416,Student_2416,9,CBSE
2417,Student_2417,10,SSC
2418,Student_2418,9,CBSE
2419,Student_2419,10,CBSE
2420,Student_2420,9,SSC
2421,Student_2421,9,SSC
2422,Student_2422,9,CBSE
2423,Student_2423,9,CBSE
2424,Student_2424,10,CBSE
2425,Student_2425,9,SSC
2426,Student_2426,10,SSC
2427,Student_2427,10,CBSE
2428,Student_2428,9,SSC
2429,Student_2429,10,CBSE
2430,Student_2430,10,SSC
2431,Student_2431,10,SSC
2432,Student_2432,10,CBSE
2433,Student_2433,10,SSC
2434,Student_2434,10,CBSE
2435,Student_2435,9,SSC
2436,Student_2436,10,CBSE
2437,Student_2437,10,CBSE
2438,Student_2438,9,SSC
2439,Student_2439,10,SSC
2440,Student_2440,9,SSC
2441,Student_2441,10,SSC
2442,Student_2442,10,SSC
2443,Student_2443,10,SSC
2444,Student_2444,9,CBSE
2445,Student_2445,10,SSC
2446,Student_2446,9,CBSE
2447,Student_2447,10,CBSE
2448,Student_2448,10,CBSE
2449,Student_2449,9,SSC
2450,Student_2450,10,SSC
2451,Student_2451,10,CBSE
2452,Student_2452,9,CBSE
2453,Student_2453,9,CBSE
2454,Student_2454,9,SSC
2455,Student_2455,9,SSC
2456,Student_2456,10,CBSE
2457,Student_2457,10,SSC
2458,Student_2458,10,SSC
2459,Student_2459,9,CBSE
2460,Student_2460,9,SSC
2461,Student_2461,10,CBSE
2462,Student_2462,9,SSC
2463,Student_2463,9,SSC
2464,Student_2464,9,CBSE
2465,Student_2465,9,SSC
2466,Student_2466,9,SSC
2467,Student_2467,10,SSC
2468,Student_2468,10,CBSE
2469,Student_2469,10,SSC
2470,Student_2470,10,CBSE
2471,Student_2471,10,CBSE
2472,Student_2472,10,SSC
2473,Student_2473,10,CBSE
2474,Student_2474,10,CBSE
2475,Student_2475,10,SSC
2476,Student_2476,9,SSC
2477,Student_2477,9,CBSE
2478,Student_2478,9,CBSE
2479,Student_2479,10,CBSE
2480,Student_2480,10,SSC
2481,Student_2481,10,SSC
2482,Student_2482,9,SSC
2483,Student_2483,9,CBSE
2484,Student_2484,10,SSC
2485,Student_2485,10,CBSE
2486,Student_2486,9,CBSE
2487,Student_2487,9,SSC
2488,Student_2488,9,SSC
2489,Student_2489,9,SSC
2490,Student_2490,10,CBSE
2491,Student_2491,10,CBSE
2492,Student_2492,9,SSC
2493,Student_2493,10,SSC
2494,Student_2494,10,CBSE
2495,Student_2495,10,SSC
2496,Student_2496,10,CBSE
2497,Student_2497,10,CBSE
2498,Student_2498,9,SSC
2499,Student_2499,10,CBSE
2500,Student_2500,9,SSC
2501,Student_2501,9,SSC
2502,Student_2502,9,CBSE
2503,Student_2503,9,CBSE
2504,Student_2504,10,SSC
2505,Student_2505,10,SSC
2506,Student_2506,9,SSC
2507,Student_2507,9,SSC
2508,Student_2508,10,SSC
2509,Student_2509,10,SSC
2510,Student_2510,10,CBSE
2511,Student_2511,9,CBSE
2512,Student_2512,9,CBSE
2513,Student_2513,10,SSC
2514,Student_2514,10,CBSE
2515,Student_2515,9,SSC
2516,Student_2516,10,SSC
2517,Student_2517,10,CBSE
2518,Student_2518,9,CBSE
2519,Student_2519,10,SSC
2520,Student_2520,9,SSC
2521,Student_2521,10,SSC
2522,Student_2522,9,SSC
2523,Student_2523,10,CBSE
2524,Student_2524,9,SSC
2525,Student_2525,9,CBSE
2526,Student_2526,10,SSC
2527,Student_2527,9,CBSE
2528,Student_2528,9,CBSE
2529,Student_2529,10,SSC
2530,Student_2530,10,CBSE
2531,Student_2531,10,CBSE
2532,Student_2532,9,CBSE
2533,Student_2533,10,CBSE
2534,Student_2534,10,SSC
2535,Student_2535,10,SSC
2536,Student_2536,9,CBSE
2537,Student_2537,9,CBSE
2538,Student_2538,9,CBSE
2539,Student_2539,10,CBSE
2540,Student_2540,9,CBSE
2541,Student_2541,9,CBSE
2542,Student_2542,9,CBSE
2543,Student_2543,10,SSC
2544,Student_2544,9,SSC
2545,Student_2545,10,CBSE
2546,Student_2546,9,SSC
2547,Student_2547,9,CBSE
2548,Student_2548,9,CBSE
2549,Student_2549,9,CBSE
2550,Student_2550,10,CBSE
2551,Student_2551,9,CBSE
2552,Student_2552,9,CBSE
2553,Student_2553,10,CBSE
2554,Student_2554,9,CBSE
2555,Student_2555,9,SSC
2556,Student_2556,10,SSC
2557,Student_2557,9,CBSE
2558,Student_2558,10,CBSE
2559,Student_2559,9,CBSE
2560,Student_2560,10,CBSE
2561,Student_2561,10,CBSE
2562,Student_2562,9,CBSE
2563,Student_2563,9,SSC
2564,Student_2564,10,CBSE
2565,Student_2565,10,CBSE
2566,Student_2566,10,CBSE
2567,Student_2567,9,CBSE
2568,Student_2568,10,CBSE
2569,Student_2569,9,SSC
2570,Student_2570,10,CBSE
2571,Student_2571,9,SSC
2572,Student_2572,9,CBSE
2573,Student_2573,10,CBSE
2574,Student_2574,10,CBSE
2575,Student_2575,10,SSC
2576,Student_2576,9,CBSE
2577,Student_2577,9,SSC
2578,Student_2578,9,CBSE
2579,Student_2579,10,SSC
2580,Student_2580,10,CBSE
2581,Student_2581,9,SSC
2582,Student_2582,10,SSC
2583,Student_2583,9,CBSE
2584,Student_2584,9,SSC
2585,Student_2585,10,SSC
2586,Student_2586,9,CBSE
2587,Student_2587,10,SSC
2588,Student_2588,10,CBSE
2589,Student_2589,9,CBSE
2590,Student_2590,10,SSC
2591,Student_2591,10,CBSE
2592,Student_2592,9,SSC
2593,Student_2593,9,CBSE
2594,Student_2594,9,SSC
2595,Student_2595,10,SSC
2596,Student_2596,9,SSC
2597,Student_2597,9,CBSE
2598,Student_2598,10,SSC
2599,Student_2599,10,CBSE
2600,Student_2600,10,SSC
2601,Student_2601,9,SSC
2602,Student_2602,10,CBSE
2603,Student_2603,9,SSC
2604,Student_2604,9,SSC
2605,Student_2605,9,CBSE
2606,Student_2606,10,CBSE
2607,Student_2607,10,CBSE
2608,Student_2608,10,CBSE
2609,Student_2609,10,SSC
2610,Student_2610,9,CBSE
2611,Student_2611,10,CBSE
2612,Student_2612,9,CBSE
2613,Student_2613,10,SSC
2614,Student_2614,10,SSC
2615,Student_2615,9,SSC
2616,Student_2616,10,CBSE
2617,Student_2617,10,SSC
2618,Student_2618,10,SSC
2619,Student_2619,9,CBSE
2620,Student_2620,9,CBSE
2621,Student_2621,10,SSC
2622,Student_2622,10,CBSE
2623,Student_2623,9,CBSE
2624,Student_2624,10,SSC
2625,Student_2625,9,CBSE
2626,Student_2626,9,SSC
2627,Student_2627,9,CBSE
2628,Student_2628,9,CBSE
2629,Student_2629,9,CBSE
2630,Student_2630,10,CBSE
2631,Student_2631,9,SSC
2632,Student_2632,9,CBSE
2633,Student_2633,10,SSC
2634,Student_2634,9,SSC
2635,Student_2635,9,CBSE
2636,Student_2636,9,SSC
2637,Student_2637,10,CBSE
2638,Student_2638,10,SSC
2639,Student_2639,9,SSC
2640,Student_2640,10,SSC
2641,Student_2641,9,CBSE
2642,Student_2642,9,SSC
2643,Student_2643,10,SSC
2644,Student_2644,10,SSC
2645,Student_2645,10,SSC
2646,Student_2646,10,CBSE
2647,Student_2647,9,CBSE
2648,Student_2648,9,CBSE
2649,Student_2649,9,SSC
2650,Student_2650,10,CBSE
2651,Student_2651,10,SSC
2652,Student_2652,10,SSC
2653,Student_2653,10,CBSE
2654,Student_2654,10,CBSE
2655,Student_2655,9,CBSE
2656,Student_2656,9,SSC
2657,Student_2657,10,SSC
2658,Student_2658,9,CBSE
2659,Student_2659,10,SSC
2660,Student_2660,9,CBSE
2661,Student_2661,10,SSC
2662,Student_2662,9,CBSE
2663,Student_2663,9,SSC
2664,Student_2664,10,SSC
2665,Student_2665,10,SSC
2666,Student_2666,9,SSC
2667,Student_2667,10,SSC
2668,Student_2668,10,CBSE
2669,Student_2669,10,SSC
2670,Student_2670,9,SSC
2671,Student_2671,10,CBSE
2672,Student_2672,9,SSC
2673,Student_2673,10,CBSE
2674,Student_2674,10,SSC
2675,Student_2675,9,CBSE
2676,Student_2676,9,SSC
2677,Student_2677,9,CBSE
2678,Student_2678,9,CBSE
2679,Student_2679,9,CBSE
2680,Student_2680,9,SSC
2681,Student_2681,10,CBSE
2682,Student_2682,10,CBSE
2683,Student_2683,9,SSC
2684,Student_2684,10,CBSE
2685,Student_2685,9,CBSE
2686,Student_2686,10,SSC
2687,Student_2687,10,SSC
2688,Student_2688,10,SSC
2689,Student_2689,10,CBSE
2690,Student_2690,10,CBSE
2691,Student_2691,10,CBSE
2692,Student_2692,10,CBSE
2693,Student_2693,10,SSC
2694,Student_2694,9,SSC
2695,Student_2695,9,CBSE
2696,Student_2696,9,CBSE
2697,Student_2697,9,CBSE
2698,Student_2698,9,SSC
2699,Student_2699,10,SSC
2700,Student_2700,10,SSC
2701,Student_2701,9,SSC
2702,Student_2702,10,SSC
2703,Student_2703,9,SSC
2704,Student_2704,10,CBSE
2705,Student_2705,9,CBSE
2706,Student_2706,9,SSC
2707,Student_2707,9,CBSE
2708,Student_2708,10,SSC
2709,Student_2709,10,SSC
2710,Student_2710,9,SSC
2711,Student_2711,9,SSC
2712,Student_2712,9,SSC
2713,Student_2713,9,CBSE
2714,Student_2714,10,SSC
2715,Student_2715,9,CBSE
2716,Student_2716,9,CBSE
2717,Student_2717,9,SSC
2718,Student_2718,9,SSC
2719,Student_2719,9,SSC
2720,Student_2720,9,CBSE
2721,Student_2721,10,CBSE
2722,Student_2722,10,SSC
2723,Student_2723,10,SSC
2724,Student_2724,9,CBSE
2725,Student_2725,9,SSC
2726,Student_2726,9,SSC
2727,Student_2727,10,CBSE
2728,Student_2728,9,CBSE
2729,Student_2729,10,SSC
2730,Student_2730,9,CBSE
2731,Student_2731,9,CBSE
2732,Student_2732,9,SSC
2733,Student_2733,10,SSC
2734,Student_2734,10,SSC
2735,Student_2735,10,SSC
2736,Student_2736,9,CBSE
2737,Student_2737,10,CBSE
2738,Student_2738,9,CBSE
2739,Student_2739,9,SSC
2740,Student_2740,10,SSC
2741,Student_2741,9,CBSE
2742,Student_2742,9,SSC
2743,Student_2743,10,CBSE
2744,Student_2744,9,SSC
2745,Student_2745,10,SSC
2746,Student_2746,9,SSC
2747,Student_2747,10,CBSE
2748,Student_2748,10,SSC
2749,Student_2749,10,SSC
2750,Student_2750,9,CBSE
2751,Student_2751,9,SSC
2752,Student_2752,9,CBSE
2753,Student_2753,10,CBSE
2754,Student_2754,9,SSC
2755,Student_2755,10,SSC
2756,Student_2756,9,SSC
2757,Student_2757,10,SSC
2758,Student_2758,9,CBSE
2759,Student_2759,10,SSC
2760,Student_2760,9,CBSE
2761,Student_2761,9,SSC
2762,Student_2762,10,SSC
2763,Student_2763,10,CBSE
2764,Student_2764,9,SSC
2765,Student_2765,10,SSC
2766,Student_2766,9,CBSE
2767,Student_2767,9,CBSE
2768,Student_2768,10,CBSE
2769,Student_2769,10,CBSE
2770,Student_2770,9,SSC
2771,Student_2771,10,CBSE
2772,Student_2772,9,CBSE
2773,Student_2773,9,CBSE
2774,Student_2774,10,SSC
2775,Student_2775,10,SSC
2776,Student_2776,10,CBSE
2777,Student_2777,10,SSC
2778,Student_2778,10,SSC
2779,Student_2779,9,SSC
2780,Student_2780,9,SSC
2781,Student_2781,9,CBSE
2782,Student_2782,9,CBSE
2783,Student_2783,9,SSC
2784,Student_2784,9,SSC
2785,Student_2785,9,SSC
2786,Student_2786,10,CBSE
2787,Student_2787,9,SSC
2788,Student_2788,10,CBSE
2789,Student_2789,10,CBSE
2790,Student_2790,9,CBSE
2791,Student_2791,10,SSC
2792,Student_2792,10,SSC
2793,Student_2793,9,CBSE
2794,Student_2794,9,CBSE
2795,Student_2795,10,CBSE
2796,Student_2796,9,SSC
2797,Student_2797,10,SSC
2798,Student_2798,9,CBSE
2799,Student_2799,9,CBSE
2800,Student_2800,9,SSC
2801,Student_2801,10,SSC
2802,Student_2802,9,SSC
2803,Student_2803,10,CBSE
2804,Student_2804,10,SSC
2805,Student_2805,10,SSC
2806,Student_2806,10,SSC
2807,Student_2807,9,SSC
2808,Student_2808,9,CBSE
2809,Student_2809,10,CBSE
2810,Student_2810,10,SSC
2811,Student_2811,9,SSC
2812,Student_2812,9,SSC
2813,Student_2813,10,CBSE
2814,Student_2814,9,SSC
2815,Student_2815,10,CBSE
2816,Student_2816,10,CBSE
2817,Student_2817,9,SSC
2818,Student_2818,10,CBSE
2819,Student_2819,9,CBSE
2820,Student_2820,10,CBSE
2821,Student_2821,10,CBSE
2822,Student_2822,10,SSC
2823,Student_2823,9,SSC
2824,Student_2824,10,SSC
2825,Student_2825,9,SSC
2826,Student_2826,10,CBSE
2827,Student_2827,9,CBSE
2828,Student_2828,9,SSC
2829,Student_2829,10,SSC
2830,Student_2830,10,SSC
2831,Student_2831,9,CBSE
2832,Student_2832,9,SSC
2833,Student_2833,9,CBSE
2834,Student_2834,9,CBSE
2835,Student_2835,10,CBSE
2836,Student_2836,9,SSC
2837,Student_2837,9,CBSE
2838,Student_2838,9,CBSE
2839,Student_2839,9,SSC
2840,Student_2840,10,CBSE
2841,Student_2841,10,SSC
2842,Student_2842,10,SSC
2843,Student_2843,10,SSC
2844,Student_2844,9,SSC
2845,Student_2845,10,SSC
2846,Student_2846,9,CBSE
2847,Student_2847,10,CBSE
2848,Student_2848,10,SSC
2849,Student_2849,10,CBSE
2850,Student_2850,10,SSC
2851,Student_2851,9,CBSE
2852,Student_2852,9,SSC
2853,Student_2853,10,SSC
2854,Student_2854,10,SSC
2855,Student_2855,10,CBSE
2856,Student_2856,9,CBSE
2857,Student_2857,10,SSC
2858,Student_2858,9,CBSE
2859,Student_2859,9,CBSE
2860,Student_2860,9,SSC
2861,Student_2861,10,SSC
2862,Student_2862,10,CBSE
2863,Student_2863,10,SSC
2864,Student_2864,9,CBSE
2865,Student_2865,10,SSC
2866,Student_2866,10,SSC
2867,Student_2867,9,SSC
2868,Student_2868,10,SSC
2869,Student_2869,9,CBSE
2870,Student_2870,9,SSC
2871,Student_2871,10,SSC
2872,Student_2872,10,CBSE
2873,Student_2873,10,CBSE
2874,Student_2874,10,CBSE
2875,Student_2875,9,SSC
2876,Student_2876,10,CBSE
2877,Student_2877,10,SSC
2878,Student_2878,10,CBSE
2879,Student_2879,10,SSC
2880,Student_2880,9,CBSE
2881,Student_2881,10,SSC
2882,Student_2882,9,SSC
2883,Student_2883,9,CBSE
2884,Student_2884,10,CBSE
2885,Student_2885,10,CBSE
2886,Student_2886,10,CBSE
2887,Student_2887,9,CBSE
2888,Student_2888,10,SSC
2889,Student_2889,10,CBSE
2890,Student_2890,9,SSC
2891,Student_2891,10,CBSE
2892,Student_2892,9,CBSE
2893,Student_2893,9,SSC
2894,Student_2894,10,CBSE
