Student_ID,Class,Region,Maths_Score,Science_Score,English_Score,Overall_Percentage,App_Login_Count,Video_Completion_Rate,Attendance_Percentage,Homework_Completion (%),Test_Attempts_Per_Month,Parent_Involvement,Extra_Support_Classes,Fee_Status,Payment_Type,Installment_Regularity,Risk_Level
2123,10,Semi-Urban,74,70,72,72.0,16,62,90.0,53.0,5,Yes,No,Paid,Full,On Time,Low
2124,8,Semi-Urban,83,85,82,83.33333333333333,17,68,77.0,65.0,6,No,Yes,Paid,Full,Delayed,Low
2125,10,Rural,70,70,65,68.33333333333333,25,97,77.0,80.0,3,Yes,No,Paid,Full,Delayed,Low
2126,8,Urban,66,68,64,66.0,23,77,61.0,65.0,6,No,Yes,Paid,Installment,Delayed,Low
2127,9,Semi-Urban,93,95,92,93.33333333333331,12,73,99.0,84.0,7,Yes,Yes,Paid,Full,On Time,Low
2128,10,Semi-Urban,50,52,53,51.66666666666666,2,47,40.0,58.0,2,Yes,No,Overdue,Installment,On Time,High
2129,9,Semi-Urban,53,48,53,51.333333333333336,4,39,58.0,33.0,2,Yes,No,Overdue,Installment,Delayed,High
2130,7,Urban,81,82,76,79.66666666666667,29,83,97.0,85.0,5,Yes,No,Pending,Full,On Time,Low
2131,7,Rural,54,52,52,52.66666666666666,4,13,58.0,34.0,1,No,Yes,Overdue,Installment,Delayed,High
2132,6,Semi-Urban,74,78,72,74.66666666666667,34,70,74.0,84.0,4,Yes,No,Pending,Full,On Time,Low
2133,10,Rural,70,70,70,70.0,22,74,63.0,51.0,5,No,No,Paid,Installment,Delayed,Low
2134,9,Rural,36,32,35,34.333333333333336,8,15,53.0,39.0,2,Yes,No,Overdue,Full,On Time,High
2135,8,Urban,95,91,95,93.66666666666669,15,61,99.0,90.0,3,No,Yes,Paid,Installment,On Time,Low
2136,7,Urban,67,67,64,66.0,25,57,89.0,63.0,6,No,No,Pending,Full,On Time,Low
2137,7,Urban,84,88,88,86.66666666666667,15,79,87.0,53.0,6,Yes,Yes,Paid,Full,Delayed,Low
2138,8,Urban,74,77,74,75.0,19,87,62.0,76.0,4,No,Yes,Paid,Installment,On Time,Low
2139,9,Urban,80,83,79,80.66666666666667,13,89,70.0,84.0,6,No,Yes,Pending,Full,On Time,Low
2140,9,Urban,78,73,82,77.66666666666667,33,72,72.0,92.0,3,Yes,Yes,Paid,Installment,On Time,Low
2141,10,Semi-Urban,84,81,80,81.66666666666667,20,89,63.0,99.0,5,Yes,No,Paid,Full,Delayed,Low
2142,10,Rural,82,85,79,82.0,34,66,95.0,65.0,4,Yes,No,Paid,Full,On Time,Low
2143,6,Urban,72,70,72,71.33333333333333,10,62,64.0,61.0,5,Yes,Yes,Paid,Installment,On Time,Low
2144,7,Semi-Urban,47,50,42,46.333333333333336,8,17,51.0,23.0,1,Yes,No,Overdue,Full,On Time,High
2145,10,Rural,88,85,85,86.0,27,55,81.0,99.0,7,No,Yes,Pending,Installment,On Time,Low
2146,9,Urban,84,87,87,86.0,30,90,63.0,94.0,5,Yes,Yes,Paid,Full,On Time,Low
2147,8,Urban,50,53,50,51.0,25,86,71.0,51.0,5,Yes,No,Paid,Full,On Time,Medium
2148,9,Semi-Urban,93,95,94,94.0,16,62,80.0,97.0,4,Yes,No,Pending,Installment,Delayed,Low
2149,7,Rural,71,69,75,71.66666666666667,23,90,72.0,89.0,3,Yes,Yes,Paid,Full,On Time,Low
2150,9,Urban,78,73,77,76.0,14,76,84.0,72.0,4,Yes,Yes,Paid,Full,On Time,Low
2151,6,Rural,76,79,78,77.66666666666667,34,84,84.0,73.0,3,No,Yes,Paid,Installment,Delayed,Low
2152,7,Semi-Urban,44,48,47,46.333333333333336,4,19,40.0,40.0,2,Yes,No,Overdue,Full,Delayed,High
2153,8,Urban,90,91,94,91.66666666666669,32,76,87.0,82.0,6,Yes,No,Paid,Full,Delayed,Low
2154,6,Rural,68,72,70,70.0,29,55,94.0,55.0,6,Yes,No,Paid,Installment,On Time,Low
2155,7,Semi-Urban,72,70,72,71.33333333333333,28,98,76.0,66.0,3,Yes,Yes,Paid,Installment,On Time,Low
2156,8,Semi-Urban,61,58,60,59.66666666666666,23,83,62.0,53.0,5,Yes,No,Paid,Full,On Time,Medium
2157,6,Urban,73,72,69,71.33333333333333,11,78,77.0,93.0,7,Yes,No,Paid,Installment,On Time,Low
2158,6,Rural,95,92,97,94.66666666666669,16,58,70.0,70.0,5,Yes,Yes,Paid,Installment,On Time,Low
2159,7,Urban,72,74,76,74.0,17,87,69.0,78.0,5,Yes,No,Paid,Installment,Delayed,Low
2160,10,Urban,88,90,85,87.66666666666667,18,90,85.0,97.0,7,Yes,Yes,Paid,Full,On Time,Low
2161,6,Rural,46,42,43,43.66666666666666,21,69,72.0,51.0,6,Yes,Yes,Paid,Installment,On Time,Medium
2162,6,Rural,65,62,66,64.33333333333333,28,84,66.0,60.0,5,No,Yes,Pending,Full,On Time,Low
2163,8,Rural,31,30,27,29.33333333333333,9,23,61.0,24.0,1,No,Yes,Overdue,Installment,On Time,High
2164,9,Semi-Urban,94,97,89,93.33333333333331,16,61,73.0,98.0,6,No,No,Paid,Installment,On Time,Low
2165,7,Semi-Urban,64,66,66,65.33333333333333,10,92,76.0,53.0,6,Yes,No,Paid,Installment,On Time,Low
2166,7,Rural,93,89,93,91.66666666666669,14,64,85.0,84.0,4,Yes,No,Paid,Installment,On Time,Low
2167,10,Semi-Urban,62,57,63,60.66666666666666,17,77,74.0,79.0,5,No,No,Pending,Full,On Time,Low
2168,10,Urban,55,57,52,54.66666666666666,15,80,62.0,75.0,7,Yes,Yes,Pending,Full,Delayed,Medium
2169,7,Rural,95,91,97,94.33333333333331,25,98,76.0,94.0,6,Yes,Yes,Paid,Installment,On Time,Low
2170,10,Urban,70,74,65,69.66666666666667,25,68,69.0,88.0,4,Yes,Yes,Pending,Full,Delayed,Low
2171,8,Rural,54,58,51,54.333333333333336,13,81,72.0,67.0,3,No,Yes,Pending,Installment,On Time,Medium
2172,7,Urban,40,38,42,40.0,6,33,45.0,47.0,1,Yes,Yes,Overdue,Full,Delayed,High
2173,10,Rural,79,81,81,80.33333333333333,18,51,80.0,87.0,6,Yes,No,Paid,Installment,On Time,Low
2174,7,Urban,91,92,86,89.66666666666667,32,74,85.0,70.0,3,Yes,Yes,Paid,Installment,Delayed,Low
2175,9,Rural,88,87,87,87.33333333333333,23,60,97.0,77.0,3,No,No,Paid,Full,On Time,Low
2176,6,Rural,42,37,39,39.333333333333336,3,33,33.0,41.0,1,Yes,No,Overdue,Full,On Time,High
2177,7,Semi-Urban,52,48,54,51.333333333333336,17,69,84.0,50.0,6,Yes,Yes,Pending,Installment,On Time,Medium
2178,6,Urban,73,71,72,72.0,34,70,71.0,68.0,4,Yes,Yes,Paid,Full,On Time,Low
2179,10,Semi-Urban,44,47,48,46.333333333333336,29,84,65.0,52.0,3,Yes,No,Paid,Installment,On Time,Medium
2180,6,Urban,65,62,60,62.333333333333336,16,90,68.0,76.0,3,Yes,No,Paid,Installment,Delayed,Low
2181,7,Semi-Urban,84,86,86,85.33333333333333,27,84,99.0,66.0,6,Yes,No,Paid,Full,On Time,Low
2182,9,Rural,62,58,66,62.0,14,94,70.0,60.0,5,Yes,No,Paid,Installment,On Time,Low
2183,10,Semi-Urban,79,78,82,79.66666666666667,29,77,72.0,87.0,4,No,Yes,Paid,Full,On Time,Low
2184,7,Semi-Urban,81,79,76,78.66666666666667,11,95,87.0,51.0,7,Yes,Yes,Paid,Full,On Time,Low
2185,10,Rural,81,76,81,79.33333333333333,17,89,75.0,60.0,7,Yes,Yes,Pending,Full,On Time,Low
2186,8,Semi-Urban,64,65,67,65.33333333333333,13,72,74.0,57.0,7,No,Yes,Paid,Installment,On Time,Low
2187,6,Rural,79,79,83,80.33333333333333,11,67,69.0,65.0,6,Yes,Yes,Paid,Installment,Delayed,Low
2188,8,Urban,83,82,80,81.66666666666667,29,72,67.0,89.0,4,Yes,No,Paid,Full,On Time,Low
2189,7,Semi-Urban,91,89,88,89.33333333333333,28,79,99.0,85.0,6,Yes,No,Pending,Full,Delayed,Low
2190,9,Rural,84,88,87,86.33333333333333,17,90,98.0,50.0,3,Yes,No,Paid,Full,On Time,Low
2191,10,Rural,57,52,56,55.0,7,29,57.0,43.0,1,No,Yes,Overdue,Installment,Delayed,High
2192,6,Semi-Urban,60,55,58,57.66666666666666,27,75,60.0,63.0,5,Yes,No,Paid,Full,On Time,Medium
2193,10,Urban,44,39,47,43.333333333333336,9,16,47.0,21.0,1,No,Yes,Overdue,Installment,Delayed,High
2194,7,Semi-Urban,57,55,52,54.66666666666666,1,39,57.0,40.0,1,Yes,No,Overdue,Full,On Time,High
2196,6,Urban,34,32,30,32.0,6,32,47.0,24.0,2,Yes,Yes,Overdue,Installment,On Time,High
2197,7,Semi-Urban,95,95,96,95.33333333333331,10,73,84.0,82.0,4,Yes,No,Paid,Installment,On Time,Low
2198,10,Rural,65,62,66,64.33333333333333,16,73,96.0,64.0,5,Yes,Yes,Paid,Full,On Time,Low
2200,7,Urban,66,66,61,64.33333333333333,31,83,90.0,59.0,7,Yes,No,Paid,Installment,On Time,Low
2201,7,Urban,81,84,83,82.66666666666667,19,60,69.0,80.0,4,No,No,Pending,Installment,Delayed,Low
2202,9,Urban,84,86,86,85.33333333333333,30,91,97.0,57.0,5,Yes,Yes,Pending,Full,Delayed,Low
2203,8,Urban,62,61,61,61.333333333333336,33,56,79.0,70.0,6,Yes,No,Paid,Installment,On Time,Low
2205,8,Semi-Urban,89,91,85,88.33333333333333,18,76,90.0,66.0,5,Yes,Yes,Paid,Full,On Time,Low
2206,10,Urban,84,81,80,81.66666666666667,17,64,67.0,88.0,5,Yes,No,Pending,Full,Delayed,Low
2208,8,Rural,20,18,20,19.33333333333333,9,10,31.0,29.0,2,Yes,Yes,Overdue,Installment,Delayed,High
2209,7,Urban,69,73,71,71.0,10,93,82.0,86.0,6,No,No,Paid,Full,Delayed,Low
2210,10,Rural,74,72,69,71.66666666666667,29,75,70.0,95.0,4,No,No,Paid,Full,Delayed,Low
2211,10,Rural,42,42,43,42.333333333333336,4,28,54.0,32.0,1,Yes,Yes,Overdue,Installment,Delayed,High
2212,8,Rural,61,56,63,60.0,32,61,72.0,51.0,7,Yes,No,Paid,Full,On Time,Low
2213,8,Semi-Urban,71,66,74,70.33333333333333,32,68,82.0,52.0,6,Yes,Yes,Paid,Installment,Delayed,Low
2214,9,Semi-Urban,74,76,77,75.66666666666667,21,84,77.0,76.0,5,Yes,No,Paid,Installment,Delayed,Low
2215,6,Rural,63,65,65,64.33333333333333,12,54,73.0,78.0,6,Yes,No,Paid,Full,On Time,Low
2216,8,Semi-Urban,59,55,63,59.0,3,44,46.0,52.0,2,Yes,No,Overdue,Full,On Time,High
2217,8,Urban,89,89,86,88.0,12,69,96.0,66.0,7,Yes,No,Paid,Installment,On Time,Low
2218,7,Semi-Urban,83,78,79,80.0,13,99,72.0,79.0,4,Yes,No,Paid,Full,Delayed,Low
2219,10,Urban,62,64,65,63.66666666666666,34,83,74.0,69.0,6,No,No,Paid,Full,On Time,Low
2220,6,Urban,60,63,56,59.66666666666666,32,50,76.0,62.0,5,Yes,No,Paid,Full,On Time,Medium
2221,7,Semi-Urban,76,77,76,76.33333333333333,33,77,73.0,95.0,4,Yes,No,Pending,Full,Delayed,Low
2222,9,Semi-Urban,54,51,53,52.66666666666666,3,20,76.0,46.0,2,Yes,No,Overdue,Installment,On Time,High
2223,9,Rural,21,17,20,19.33333333333333,1,27,30.0,21.0,2,Yes,Yes,Overdue,Installment,Delayed,High
2224,8,Semi-Urban,79,76,82,79.0,32,66,63.0,97.0,3,Yes,No,Paid,Installment,Delayed,Low
2225,8,Semi-Urban,56,53,51,53.333333333333336,19,56,85.0,58.0,5,No,No,Paid,Full,Delayed,Medium
2226,9,Semi-Urban,76,75,77,76.0,26,72,91.0,70.0,3,Yes,Yes,Paid,Full,On Time,Low
2227,8,Urban,76,73,79,76.0,33,65,88.0,65.0,6,No,No,Pending,Installment,Delayed,Low
2228,6,Urban,82,77,86,81.66666666666667,30,68,79.0,59.0,4,No,Yes,Paid,Installment,On Time,Low
2229,8,Urban,57,55,57,56.333333333333336,12,88,61.0,51.0,3,Yes,Yes,Paid,Installment,On Time,Medium
2230,10,Rural,37,40,40,39.0,2,16,33.0,46.0,2,Yes,No,Overdue,Full,On Time,High
2231,8,Rural,64,63,63,63.333333333333336,33,78,66.0,90.0,6,Yes,No,Paid,Installment,On Time,Low
2232,7,Rural,95,98,98,97.0,11,67,92.0,95.0,5,Yes,No,Paid,Full,Delayed,Low
2233,6,Urban,81,79,78,79.33333333333333,28,57,84.0,86.0,4,Yes,No,Paid,Installment,On Time,Low
2234,7,Semi-Urban,75,74,76,75.0,30,56,88.0,85.0,7,Yes,Yes,Paid,Installment,Delayed,Low
2236,10,Rural,77,80,74,77.0,26,53,86.0,98.0,6,Yes,Yes,Paid,Installment,On Time,Low
2237,6,Urban,90,86,86,87.33333333333333,27,60,76.0,85.0,6,Yes,No,Paid,Installment,On Time,Low
2238,6,Rural,61,62,64,62.333333333333336,33,67,68.0,70.0,5,Yes,Yes,Paid,Full,On Time,Low
2239,6,Semi-Urban,75,72,72,73.0,10,55,68.0,82.0,6,No,Yes,Pending,Full,Delayed,Low
2240,6,Urban,76,78,72,75.33333333333333,22,75,62.0,83.0,7,No,No,Paid,Installment,Delayed,Low
2241,6,Urban,64,64,66,64.66666666666667,21,57,67.0,68.0,3,Yes,No,Pending,Full,On Time,Low
2242,10,Semi-Urban,83,86,79,82.66666666666667,30,72,69.0,76.0,3,Yes,No,Paid,Full,Delayed,Low
2243,8,Semi-Urban,65,62,62,63.0,19,84,66.0,70.0,6,Yes,No,Paid,Full,On Time,Low
2244,7,Semi-Urban,25,29,27,27.0,8,21,36.0,36.0,2,Yes,No,Overdue,Full,On Time,High
2245,6,Rural,74,76,72,74.0,29,52,68.0,71.0,6,Yes,Yes,Paid,Installment,On Time,Low
2246,8,Semi-Urban,95,96,94,95.0,27,66,98.0,76.0,5,No,Yes,Paid,Full,On Time,Low
2247,8,Urban,58,55,57,56.66666666666666,3,22,61.0,36.0,1,Yes,No,Overdue,Installment,Delayed,High
2248,7,Semi-Urban,85,88,86,86.33333333333333,28,66,77.0,97.0,3,Yes,No,Paid,Installment,On Time,Low
2249,10,Urban,92,94,95,93.66666666666669,23,77,76.0,96.0,6,No,No,Paid,Full,On Time,Low
2250,9,Urban,75,76,79,76.66666666666667,26,77,91.0,90.0,7,Yes,No,Paid,Installment,On Time,Low
2251,9,Rural,68,70,71,69.66666666666667,23,84,83.0,69.0,6,No,No,Pending,Full,On Time,Low
2252,8,Semi-Urban,35,36,37,36.0,4,25,51.0,40.0,2,No,No,Overdue,Installment,On Time,High
2253,7,Rural,67,70,63,66.66666666666667,17,90,80.0,60.0,6,Yes,No,Paid,Full,On Time,Low
2254,9,Semi-Urban,86,84,84,84.66666666666667,21,71,96.0,70.0,4,Yes,No,Paid,Full,Delayed,Low
2256,10,Semi-Urban,79,83,74,78.66666666666667,23,86,95.0,80.0,6,No,Yes,Paid,Full,On Time,Low
2257,9,Semi-Urban,55,59,52,55.333333333333336,27,70,65.0,62.0,7,Yes,Yes,Paid,Installment,On Time,Medium
2258,8,Semi-Urban,91,93,93,92.33333333333331,33,67,97.0,78.0,4,No,No,Paid,Full,On Time,Low
2259,8,Urban,81,78,79,79.33333333333333,34,79,67.0,73.0,7,Yes,Yes,Paid,Installment,Delayed,Low
2260,6,Urban,47,49,49,48.333333333333336,28,91,63.0,58.0,3,Yes,Yes,Paid,Full,On Time,Medium
2261,10,Semi-Urban,40,35,39,38.0,3,11,58.0,39.0,2,Yes,No,Overdue,Installment,On Time,High
2263,7,Rural,60,63,60,61.0,23,67,95.0,55.0,3,Yes,Yes,Paid,Full,Delayed,Low
2264,6,Rural,64,67,65,65.33333333333333,27,83,69.0,64.0,5,Yes,No,Paid,Full,Delayed,Low
2265,6,Rural,51,52,53,52.0,3,20,37.0,51.0,2,Yes,No,Overdue,Installment,On Time,High
2266,9,Semi-Urban,85,89,83,85.66666666666667,24,79,76.0,92.0,6,Yes,No,Pending,Full,On Time,Low
2267,8,Semi-Urban,86,87,89,87.33333333333333,30,77,71.0,77.0,5,Yes,Yes,Pending,Full,On Time,Low
2268,10,Urban,75,75,71,73.66666666666667,25,59,75.0,71.0,6,No,Yes,Paid,Installment,Delayed,Low
2269,6,Urban,93,94,89,92.0,11,90,83.0,96.0,6,Yes,Yes,Pending,Installment,On Time,Low
2270,10,Urban,92,92,94,92.66666666666669,22,57,76.0,91.0,4,No,No,Paid,Installment,On Time,Low
2271,6,Rural,85,88,88,87.0,16,52,72.0,73.0,7,No,No,Paid,Installment,On Time,Low
2272,7,Rural,66,63,69,66.0,14,89,66.0,70.0,3,Yes,Yes,Paid,Installment,On Time,Low
2273,6,Rural,71,69,73,71.0,16,88,67.0,51.0,5,Yes,No,Pending,Installment,On Time,Low
2274,9,Rural,70,70,65,68.33333333333333,21,68,71.0,77.0,5,No,Yes,Pending,Installment,On Time,Low
2276,7,Semi-Urban,36,31,34,33.666666666666664,5,18,76.0,29.0,2,Yes,No,Overdue,Installment,On Time,High
2277,6,Semi-Urban,61,57,65,61.0,27,59,76.0,56.0,5,Yes,No,Paid,Full,On Time,Low
2278,10,Rural,70,74,70,71.33333333333333,28,90,65.0,92.0,4,Yes,Yes,Paid,Full,On Time,Low
2279,7,Semi-Urban,94,96,96,95.33333333333331,28,98,64.0,99.0,4,Yes,Yes,Paid,Installment,On Time,Low
2280,7,Semi-Urban,29,25,28,27.33333333333333,2,19,40.0,40.0,1,Yes,Yes,Overdue,Full,Delayed,High
2281,6,Semi-Urban,64,66,68,66.0,20,92,90.0,59.0,6,Yes,Yes,Paid,Full,On Time,Low
2282,7,Rural,43,44,46,44.333333333333336,5,46,50.0,70.0,2,No,Yes,Overdue,Full,On Time,High
2284,7,Urban,77,81,77,78.33333333333333,24,87,82.0,65.0,5,Yes,No,Paid,Installment,On Time,Low
2285,10,Semi-Urban,70,71,74,71.66666666666667,28,94,72.0,57.0,3,Yes,No,Paid,Full,On Time,Low
2286,6,Urban,62,66,58,62.0,17,99,64.0,79.0,5,Yes,No,Paid,Full,On Time,Low
2287,8,Urban,21,16,17,18.0,9,22,41.0,23.0,1,Yes,No,Overdue,Full,On Time,High
2288,7,Rural,67,66,69,67.33333333333333,25,77,69.0,54.0,6,Yes,Yes,Paid,Installment,On Time,Low
2289,8,Rural,84,79,87,83.33333333333333,25,72,90.0,78.0,7,Yes,No,Paid,Installment,On Time,Low
2291,7,Semi-Urban,59,62,60,60.333333333333336,11,67,68.0,62.0,7,Yes,No,Paid,Full,Delayed,Low
2293,8,Rural,59,60,57,58.66666666666666,25,92,60.0,82.0,6,No,Yes,Paid,Installment,Delayed,Medium
2294,7,Urban,65,62,60,62.333333333333336,2,11,61.0,51.0,1,Yes,No,Overdue,Full,On Time,High
2296,7,Rural,74,73,73,73.33333333333333,27,66,70.0,83.0,7,No,No,Paid,Full,On Time,Low
2297,6,Urban,94,93,98,95.0,15,92,85.0,79.0,6,Yes,No,Paid,Installment,On Time,Low
2298,8,Urban,67,64,64,65.0,27,81,98.0,66.0,7,No,No,Paid,Installment,On Time,Low
2299,9,Semi-Urban,63,64,62,63.0,15,71,72.0,82.0,3,Yes,No,Paid,Installment,On Time,Low
2300,9,Urban,65,60,63,62.66666666666666,23,99,63.0,97.0,5,No,No,Paid,Installment,On Time,Low
2301,10,Urban,95,97,98,96.66666666666669,15,50,86.0,92.0,6,Yes,No,Paid,Installment,Delayed,Low
2302,7,Urban,57,59,59,58.333333333333336,19,67,88.0,53.0,7,Yes,Yes,Pending,Installment,On Time,Medium
2303,8,Urban,95,90,96,93.66666666666669,14,71,91.0,97.0,3,Yes,Yes,Paid,Full,On Time,Low
2304,10,Semi-Urban,74,69,76,73.0,11,90,81.0,92.0,4,Yes,Yes,Pending,Full,On Time,Low
2305,8,Semi-Urban,48,52,46,48.66666666666666,7,45,31.0,59.0,2,Yes,No,Overdue,Installment,On Time,High
2307,9,Urban,75,72,71,72.66666666666667,19,99,78.0,91.0,3,Yes,Yes,Paid,Full,Delayed,Low
2308,6,Semi-Urban,85,83,81,83.0,31,88,89.0,87.0,3,No,Yes,Paid,Full,Delayed,Low
2309,9,Semi-Urban,79,74,82,78.33333333333333,14,96,89.0,75.0,3,Yes,No,Paid,Full,Delayed,Low
2310,10,Urban,66,63,63,64.0,26,67,71.0,51.0,3,Yes,Yes,Pending,Full,On Time,Low
2311,6,Rural,85,88,80,84.33333333333333,29,88,83.0,59.0,3,No,No,Pending,Full,On Time,Low
2312,10,Semi-Urban,79,74,76,76.33333333333333,20,57,83.0,76.0,4,Yes,No,Paid,Installment,On Time,Low
2313,7,Semi-Urban,69,68,64,67.0,12,64,71.0,70.0,7,No,Yes,Paid,Installment,Delayed,Low
2314,6,Semi-Urban,87,86,87,86.66666666666667,14,66,89.0,75.0,4,Yes,No,Paid,Installment,On Time,Low
2315,10,Urban,95,90,98,94.33333333333331,27,74,92.0,90.0,7,Yes,No,Paid,Installment,On Time,Low
2316,7,Urban,95,98,90,94.33333333333331,14,69,89.0,94.0,4,Yes,No,Pending,Installment,On Time,Low
2317,9,Semi-Urban,87,91,87,88.33333333333333,34,89,72.0,91.0,6,No,No,Paid,Full,On Time,Low
2318,7,Urban,77,79,73,76.33333333333333,20,95,65.0,74.0,4,Yes,No,Paid,Full,On Time,Low
2319,8,Urban,83,86,87,85.33333333333333,20,53,69.0,74.0,6,No,No,Pending,Full,Delayed,Low
2320,7,Semi-Urban,53,52,57,54.0,12,90,83.0,54.0,3,Yes,No,Paid,Installment,On Time,Medium
2321,7,Urban,77,81,72,76.66666666666667,17,70,70.0,81.0,7,Yes,No,Paid,Full,Delayed,Low
2322,8,Rural,95,96,98,96.33333333333331,18,87,93.0,92.0,4,Yes,No,Paid,Installment,Delayed,Low
2323,10,Urban,71,73,70,71.33333333333333,12,88,71.0,67.0,6,Yes,Yes,Paid,Full,Delayed,Low
2324,10,Urban,89,93,90,90.66666666666669,20,83,90.0,76.0,7,No,Yes,Pending,Installment,Delayed,Low
2325,7,Semi-Urban,29,27,26,27.33333333333333,9,22,39.0,25.0,1,No,Yes,Overdue,Full,On Time,High
2326,8,Semi-Urban,90,85,88,87.66666666666667,29,69,87.0,90.0,6,Yes,No,Paid,Installment,Delayed,Low
2327,8,Rural,52,49,49,50.0,5,31,49.0,43.0,2,Yes,Yes,Overdue,Full,On Time,High
2328,9,Urban,90,92,89,90.33333333333331,14,75,76.0,85.0,3,No,No,Paid,Full,Delayed,Low
2329,10,Rural,51,55,54,53.333333333333336,33,57,76.0,54.0,4,Yes,No,Pending,Installment,On Time,Medium
2330,6,Rural,41,36,41,39.333333333333336,5,24,76.0,70.0,1,Yes,No,Overdue,Installment,On Time,High
2331,10,Semi-Urban,58,55,53,55.333333333333336,21,91,81.0,57.0,5,Yes,Yes,Paid,Installment,On Time,Medium
2332,10,Urban,70,69,71,70.0,12,65,60.0,79.0,5,Yes,No,Pending,Installment,On Time,Low
2333,9,Semi-Urban,61,58,62,60.333333333333336,11,60,69.0,69.0,5,Yes,Yes,Paid,Installment,Delayed,Low
2334,6,Rural,68,65,72,68.33333333333333,30,60,66.0,86.0,6,Yes,Yes,Paid,Installment,Delayed,Low
2335,9,Rural,88,87,87,87.33333333333333,27,73,90.0,71.0,7,Yes,No,Pending,Full,On Time,Low
2336,6,Semi-Urban,51,51,51,51.0,2,15,30.0,57.0,1,Yes,Yes,Overdue,Full,On Time,High
2337,7,Semi-Urban,43,43,47,44.333333333333336,6,10,40.0,54.0,2,Yes,Yes,Overdue,Full,Delayed,High
2338,6,Semi-Urban,59,54,56,56.333333333333336,12,89,97.0,51.0,5,No,No,Pending,Installment,On Time,Medium
2339,9,Semi-Urban,70,73,66,69.66666666666667,31,95,74.0,95.0,6,No,Yes,Paid,Installment,Delayed,Low
2341,6,Rural,31,32,31,31.33333333333333,4,46,44.0,20.0,2,Yes,No,Overdue,Full,On Time,High
2342,6,Semi-Urban,92,91,92,91.66666666666669,28,67,68.0,88.0,5,No,Yes,Paid,Full,Delayed,Low
2343,8,Urban,59,60,59,59.333333333333336,29,64,70.0,74.0,3,Yes,No,Pending,Installment,On Time,Medium
2344,10,Rural,76,74,72,74.0,20,75,62.0,94.0,6,Yes,No,Paid,Full,On Time,Low
2345,7,Rural,63,66,65,64.66666666666667,23,81,65.0,60.0,7,Yes,No,Pending,Installment,Delayed,Low
2346,9,Urban,68,72,63,67.66666666666667,23,95,76.0,85.0,6,Yes,No,Paid,Full,Delayed,Low
2347,7,Urban,42,41,37,40.0,7,25,43.0,33.0,1,Yes,Yes,Overdue,Full,Delayed,High
2348,10,Rural,95,96,96,95.66666666666669,26,76,98.0,79.0,3,Yes,No,Paid,Installment,On Time,Low
2349,6,Semi-Urban,33,28,36,32.333333333333336,6,13,47.0,22.0,1,Yes,No,Overdue,Full,On Time,High
2350,6,Rural,91,93,91,91.66666666666669,23,52,83.0,80.0,7,Yes,No,Paid,Full,On Time,Low
2352,6,Urban,83,81,79,81.0,21,85,77.0,68.0,3,Yes,Yes,Pending,Installment,Delayed,Low
2353,6,Rural,95,99,91,95.0,20,54,99.0,86.0,7,No,No,Pending,Installment,On Time,Low
2354,6,Semi-Urban,42,39,40,40.333333333333336,5,37,43.0,28.0,1,No,No,Overdue,Installment,On Time,High
2355,9,Urban,84,81,84,83.0,34,57,97.0,97.0,5,Yes,No,Paid,Full,Delayed,Low
2356,9,Rural,51,51,47,49.66666666666666,15,79,61.0,51.0,5,Yes,Yes,Paid,Full,Delayed,Medium
2357,8,Rural,66,61,66,64.33333333333333,22,98,78.0,57.0,3,Yes,Yes,Paid,Full,On Time,Low
2358,7,Semi-Urban,83,78,83,81.33333333333333,14,57,82.0,58.0,6,Yes,No,Paid,Full,On Time,Low
2359,10,Rural,43,47,43,44.333333333333336,9,20,54.0,70.0,1,Yes,No,Overdue,Full,Delayed,High
2360,10,Rural,71,70,69,70.0,27,92,94.0,79.0,5,Yes,No,Paid,Installment,On Time,Low
2362,8,Rural,81,77,77,78.33333333333333,14,70,64.0,97.0,3,No,Yes,Paid,Installment,Delayed,Low
2363,9,Semi-Urban,77,77,81,78.33333333333333,16,79,85.0,83.0,6,Yes,No,Paid,Full,On Time,Low
2364,8,Rural,62,60,65,62.333333333333336,27,93,73.0,66.0,3,Yes,Yes,Paid,Full,On Time,Low
2365,10,Rural,69,64,72,68.33333333333333,14,70,65.0,88.0,5,Yes,Yes,Paid,Full,On Time,Low
2366,7,Rural,88,92,92,90.66666666666669,20,54,79.0,70.0,5,Yes,No,Paid,Installment,On Time,Low
2367,6,Urban,95,96,94,95.0,34,74,94.0,79.0,4,Yes,Yes,Paid,Full,On Time,Low
2368,9,Semi-Urban,37,36,32,35.0,4,46,49.0,21.0,2,No,Yes,Overdue,Installment,Delayed,High
2369,9,Urban,83,79,81,81.0,13,76,86.0,79.0,5,No,No,Paid,Installment,Delayed,Low
2370,8,Urban,78,81,78,79.0,15,85,86.0,50.0,5,Yes,No,Paid,Full,On Time,Low
2371,9,Semi-Urban,59,62,58,59.66666666666666,3,27,41.0,56.0,1,No,No,Overdue,Installment,Delayed,High
2372,10,Urban,64,59,59,60.66666666666666,23,93,92.0,50.0,5,No,No,Pending,Installment,On Time,Low
2373,10,Urban,48,44,49,47.0,2,21,53.0,32.0,1,Yes,No,Overdue,Installment,Delayed,High
2374,8,Urban,60,61,63,61.333333333333336,3,46,49.0,53.0,2,Yes,No,Overdue,Full,On Time,High
2375,10,Semi-Urban,65,63,66,64.66666666666667,30,88,67.0,70.0,7,Yes,No,Paid,Installment,On Time,Low
